City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Sioux Lookout,CA,2022-07-26 03:38:46,50.1001,-91.917,64.47,68,75,6.91
295,Santa Marta,CO,2022-07-26 03:34:10,11.2408,-74.199,82.45,74,20,4.61
296,Vilhena,BR,2022-07-26 03:42:03,-12.7406,-60.1458,68.67,45,73,3.29
297,Trairi,BR,2022-07-26 03:37:07,-3.2778,-39.2689,76.24,86,65,9.08
298,Tateyama,JP,2022-07-26 03:34:15,34.9833,139.8667,84.09,88,100,18.5
299,Luangwa,ZM,2022-07-26 03:42:04,-15.6167,30.4167,57.72,73,0,2.44
300,General Roca,AR,2022-07-26 03:36:00,-39.0333,-67.5833,44.04,95,100,10.02
301,Riyadh,SA,2022-07-26 03:37:59,24.6877,46.7219,91.54,18,97,5.39
302,Kaitangata,NZ,2022-07-26 03:35:40,-46.2817,169.8464,44.89,93,100,16.96
303,Zhezkazgan,KZ,2022-07-26 03:39:37,47.8043,67.7144,78.78,21,0,13.42
304,Opuwo,NA,2022-07-26 03:40:01,-18.0607,13.84,56.5,38,23,1.57
305,Padang,ID,2022-07-26 03:36:00,-0.9492,100.3543,82.45,67,99,1.19
306,Narsaq,GL,2022-07-26 03:34:54,60.9167,-46.05,50.22,91,100,0.81
307,Sao Joao Da Barra,BR,2022-07-26 03:42:05,-21.6403,-41.0511,69.85,85,0,9.06
308,Moldovita,RO,2022-07-26 03:42:06,47.6833,25.5333,57.11,71,25,3.76
309,Erzincan,TR,2022-07-26 03:42:06,39.75,39.5,51.1,87,0,0.0
310,Dalby,AU,2022-07-26 03:42:06,-27.1833,151.2667,73.98,47,0,4.0
311,Jining,CN,2022-07-26 03:42:07,35.405,116.5814,87.64,66,12,11.14
312,Nouakchott,MR,2022-07-26 03:42:07,18.0858,-15.9785,78.73,82,98,8.03
313,Wanning,CN,2022-07-26 03:42:08,18.8003,110.3967,88.95,60,3,4.7
314,Igarka,RU,2022-07-26 03:42:08,67.4667,86.5833,62.55,59,34,8.68
315,Massaguet,TD,2022-07-26 03:42:08,12.4755,15.4365,81.66,65,100,9.57
316,Westport,US,2022-07-26 03:36:34,41.1415,-73.3579,79.93,93,0,7.0
317,Bundaberg,AU,2022-07-26 03:42:09,-24.85,152.35,72.21,67,3,4.0
318,Esso,RU,2022-07-26 03:42:09,55.9333,158.7,62.65,71,91,7.25
319,Airai,TL,2022-07-26 03:34:37,-8.9266,125.4092,74.08,36,15,5.14
320,Komsomolskiy,UZ,2022-07-26 03:42:10,40.4272,71.7189,88.52,27,0,4.61
321,Cayenne,GF,2022-07-26 03:35:12,4.9333,-52.3333,82.09,1,20,0.0
322,Nago,JP,2022-07-26 03:42:10,26.5881,127.9761,86.45,76,21,5.77
323,Suez,EG,2022-07-26 03:42:11,29.9737,32.5263,77.45,55,0,8.21
324,Port Hedland,AU,2022-07-26 03:31:56,-20.3167,118.5667,78.85,24,3,10.36
325,Ilulissat,GL,2022-07-26 03:29:56,69.2167,-51.1,44.62,93,100,0.0
326,Itarema,BR,2022-07-26 03:35:22,-2.9248,-39.9167,76.82,84,77,13.4
327,Tamworth,GB,2022-07-26 03:42:11,52.634,-1.6959,57.65,92,100,5.01
328,Zhangye,CN,2022-07-26 03:38:54,38.9342,100.4517,80.69,29,100,4.0
329,Buraydah,SA,2022-07-26 03:35:05,26.326,43.975,86.45,17,13,6.08
330,Te Anau,NZ,2022-07-26 03:35:22,-45.4167,167.7167,42.35,97,100,4.0
331,Sumbuya,SL,2022-07-26 03:42:12,7.6467,-11.9611,69.33,92,20,0.85
332,Severnoye,RU,2022-07-26 03:42:12,56.3491,78.3619,70.79,71,33,6.24
333,Doliana,GR,2022-07-26 03:42:13,39.9032,20.5794,63.52,56,0,3.87
334,Ponta Do Sol,PT,2022-07-26 03:35:18,32.6667,-17.1,79.43,41,99,5.82
335,Nanortalik,GL,2022-07-26 03:35:30,60.1432,-45.2371,43.03,95,100,5.08
336,Matara,LK,2022-07-26 03:37:03,5.9485,80.5353,83.88,70,89,12.84
337,Abha,SA,2022-07-26 03:42:14,18.2164,42.5053,62.85,68,20,5.75
338,Guatire,VE,2022-07-26 03:42:14,10.4762,-66.5427,70.79,98,46,2.24
339,Herat,AF,2022-07-26 03:38:44,34.5,62.0,82.17,32,4,18.7
340,Vila Franca Do Campo,PT,2022-07-26 03:39:18,37.7167,-25.4333,74.19,93,28,3.2
341,Rio Esteban,HN,2022-07-26 03:42:15,15.8333,-86.3,77.13,92,95,5.41
342,Mamallapuram,IN,2022-07-26 03:38:55,12.6264,80.1722,83.05,60,86,7.38
343,Iqaluit,CA,2022-07-26 03:29:49,63.7506,-68.5145,42.53,93,0,2.3
344,Belgrade,RS,2022-07-26 03:42:15,44.804,20.4651,68.43,74,0,3.44
345,Bambanglipuro,ID,2022-07-26 03:42:16,-7.95,110.2833,80.87,62,83,10.69
346,Arlit,NE,2022-07-26 03:36:02,18.7369,7.3853,92.68,16,10,8.03
347,Maningrida,AU,2022-07-26 03:42:16,-12.0667,134.2667,84.65,45,3,13.11
348,Ratnapura,LK,2022-07-26 03:42:17,6.6828,80.3992,82.35,79,95,4.59
349,Carutapera,BR,2022-07-26 03:40:28,-1.195,-46.02,76.35,87,100,3.62
350,San Jose,US,2022-07-26 03:38:21,37.3394,-121.895,71.82,69,20,12.66
351,Siguiri,GN,2022-07-26 03:42:17,11.6667,-9.5,70.75,97,86,3.71
352,Kavieng,PG,2022-07-26 03:34:52,-2.5744,150.7967,84.38,73,58,13.29
353,Siavonga,ZM,2022-07-26 03:42:18,-16.5382,28.7088,59.56,59,2,4.83
354,Naze,JP,2022-07-26 03:36:00,28.3667,129.4833,86.92,72,31,6.13
355,Nichinan,JP,2022-07-26 03:42:18,31.6,131.3667,85.68,78,23,4.5
356,Bitkine,TD,2022-07-26 03:42:19,11.9801,18.2138,78.85,69,100,6.89
357,Geraldton,AU,2022-07-26 03:30:58,-28.7667,114.6,63.01,63,28,8.05
358,Kherson,UA,2022-07-26 03:42:19,46.6558,32.6178,68.27,63,3,6.71
359,Uyuni,BO,2022-07-26 03:42:20,-20.4597,-66.825,39.11,23,0,1.99
360,Sur,OM,2022-07-26 03:36:26,22.5667,59.5289,83.68,75,100,8.32
361,Tianpeng,CN,2022-07-26 03:42:20,30.9866,103.9393,90.07,68,0,2.55
362,Le Port,RE,2022-07-26 03:42:21,-20.9373,55.2919,68.0,73,13,6.91
363,Bandarbeyla,SO,2022-07-26 03:38:28,9.4942,50.8122,79.05,63,100,26.42
364,Isiro,CD,2022-07-26 03:36:30,2.7739,27.616,64.74,99,94,0.6
365,Peterhead,GB,2022-07-26 03:35:24,57.5058,-1.7981,51.51,80,72,20.0
366,Miri,MY,2022-07-26 03:42:21,4.4148,114.0089,86.14,79,40,4.61
367,Augusto Correa,BR,2022-07-26 03:42:22,-1.0217,-46.635,75.29,91,100,2.59
368,Richards Bay,ZA,2022-07-26 03:34:58,-28.783,32.0377,54.09,80,2,5.12
369,Tshikapa,CD,2022-07-26 03:42:22,-6.4167,20.8,70.97,35,53,2.86
370,Terrace Bay,CA,2022-07-26 03:42:23,48.7834,-87.1,49.8,77,59,0.85
371,Manokwari,ID,2022-07-26 03:40:36,-0.8667,134.0833,83.55,68,77,12.24
372,Srednekolymsk,RU,2022-07-26 03:31:05,67.45,153.6833,64.71,30,91,14.9
373,Burdur,TR,2022-07-26 03:42:24,37.7203,30.2908,57.9,58,0,1.14
374,Celestun,MX,2022-07-26 03:42:24,20.8667,-90.4,80.58,79,40,12.39
375,Plombieres,BE,2022-07-26 03:42:25,50.735,5.953,62.91,81,66,8.9
376,Krasnyy Chikoy,RU,2022-07-26 03:42:25,50.3643,108.7512,58.46,86,100,3.94
377,Tutoia,BR,2022-07-26 03:42:25,-2.7619,-42.2744,77.11,85,91,7.4
378,Bubaque,GW,2022-07-26 03:36:23,11.2833,-15.8333,78.46,80,88,12.33
379,Roald,NO,2022-07-26 03:42:26,62.5833,6.1333,58.33,77,100,6.91
380,Oltu,TR,2022-07-26 03:42:26,40.5498,42.0013,60.39,71,0,1.92
381,Bodden Town,KY,2022-07-26 03:42:27,19.2833,-81.25,82.4,79,20,3.44
382,Koulikoro,ML,2022-07-26 03:42:27,14.0,-7.75,75.63,82,84,5.59
383,Buala,SB,2022-07-26 03:36:53,-8.145,159.5921,85.15,68,19,7.56
384,Eyemouth,GB,2022-07-26 03:42:27,55.8713,-2.0901,53.24,80,100,5.03
385,Ibra,OM,2022-07-26 03:41:40,22.6906,58.5334,79.05,66,100,5.1
386,Hurricane,US,2022-07-26 03:41:33,37.1753,-113.2899,70.59,73,100,5.99
387,Pitimbu,BR,2022-07-26 03:40:54,-7.4706,-34.8086,70.39,81,17,11.56
388,Sawtell,AU,2022-07-26 03:42:28,-30.3833,153.1,76.19,64,11,12.66
389,Bilibino,RU,2022-07-26 03:42:28,68.0546,166.4372,54.55,41,93,14.03
390,Lompoc,US,2022-07-26 03:35:05,34.6391,-120.4579,62.78,82,100,9.22
391,Cap Malheureux,MU,2022-07-26 03:42:29,-19.9842,57.6142,67.46,81,1,14.03
392,Biak,ID,2022-07-26 03:37:07,-0.9131,122.8766,81.28,75,61,7.7
393,Verkh-Usugli,RU,2022-07-26 03:42:29,52.7,115.1667,60.87,97,100,2.28
394,Letpadan,MM,2022-07-26 03:42:29,17.7833,95.75,87.06,69,96,2.39
395,Ugoofaaru,MV,2022-07-26 03:42:30,5.6667,73.0,82.13,79,66,17.72
396,Kilrush,IE,2022-07-26 03:42:30,52.6397,-9.4833,55.15,76,96,4.7
397,Makat,KZ,2022-07-26 03:33:27,47.6469,53.3463,77.79,46,12,10.6
398,Umm Lajj,SA,2022-07-26 03:42:30,25.0213,37.2685,84.43,62,64,2.93
399,Kieta,PG,2022-07-26 03:35:23,-6.2167,155.6333,83.46,71,34,4.14
400,Caldwell,US,2022-07-26 03:42:31,43.6629,-116.6874,89.74,30,0,3.44
401,Washington,US,2022-07-26 03:38:55,47.5001,-120.5015,84.92,39,0,3.49
402,Klaksvik,FO,2022-07-26 03:34:19,62.2266,-6.589,47.32,80,27,6.31
403,Camacha,PT,2022-07-26 03:34:47,33.0833,-16.3333,67.42,94,40,17.27
404,Port Hardy,CA,2022-07-26 03:37:09,50.6996,-127.4199,66.38,77,20,8.05
405,Fairbanks,US,2022-07-26 03:38:27,64.8378,-147.7164,77.59,42,75,20.71
406,Lata,PT,2022-07-26 03:34:46,40.1629,-8.3327,57.63,97,8,1.45
407,Canaway,PH,2022-07-26 03:42:32,13.3185,123.7131,83.64,75,95,2.77
408,Tanabe,JP,2022-07-26 03:42:32,33.7333,135.3667,85.21,79,75,6.91
409,Mayo,US,2022-07-26 03:39:24,38.8876,-76.5119,77.99,91,100,3.0
410,Pingshan,CN,2022-07-26 03:42:33,22.9938,114.7131,94.21,56,74,5.32
411,Sorong,ID,2022-07-26 03:42:33,-0.8833,131.25,82.24,78,52,4.34
412,Burnie,AU,2022-07-26 03:36:56,-41.0667,145.9167,57.92,71,66,4.99
413,Dunmore Town,BS,2022-07-26 03:42:33,25.5,-76.65,82.96,78,90,18.68
414,Viedma,AR,2022-07-26 03:36:25,-40.8135,-62.9967,48.42,95,100,5.41
415,Seymchan,RU,2022-07-26 03:34:28,62.8833,152.4333,76.41,27,89,11.83
416,Comodoro Rivadavia,AR,2022-07-26 03:35:37,-45.8667,-67.5,40.86,75,100,6.91
417,Aquiraz,BR,2022-07-26 03:42:34,-3.9014,-38.3911,77.09,79,87,12.84
418,Siocon,PH,2022-07-26 03:42:35,7.7061,122.1353,85.68,73,82,4.65
419,Rozivka,UA,2022-07-26 03:42:35,46.9385,35.7724,66.78,80,3,8.48
420,Asyut,EG,2022-07-26 03:40:23,27.181,31.1837,77.18,23,0,4.83
421,Luderitz,NA,2022-07-26 03:32:53,-26.6481,15.1594,52.41,96,45,12.93
422,Maceio,BR,2022-07-26 03:40:01,-9.6658,-35.7353,71.04,88,20,4.61
423,Cabo San Lucas,MX,2022-07-26 03:30:21,22.8909,-109.9124,87.62,73,9,10.0
424,Botwood,CA,2022-07-26 03:42:38,49.1499,-55.3482,67.89,91,100,11.1
425,Codajas,BR,2022-07-26 03:42:38,-3.8367,-62.0569,74.91,74,14,2.68
426,Labuhan,ID,2022-07-26 03:38:55,-6.8844,112.2051,84.11,55,95,3.29
427,Ojojona,HN,2022-07-26 03:42:39,13.9339,-87.2958,63.7,88,75,4.61
428,Springbok,ZA,2022-07-26 03:42:39,-29.6643,17.8865,49.26,43,0,1.1
429,Kahului,US,2022-07-26 03:35:01,20.8947,-156.47,80.62,72,40,27.63
430,Andros Town,BS,2022-07-26 03:42:39,24.7,-77.7667,82.36,76,12,18.05
431,Karratha,AU,2022-07-26 03:34:52,-20.7377,116.8463,77.81,25,1,13.8
432,Foggia,IT,2022-07-26 03:42:40,41.45,15.5333,78.58,61,0,2.3
433,Chiang Khong,TH,2022-07-26 03:42:40,20.2613,100.4046,90.75,54,23,3.36
434,North Myrtle Beach,US,2022-07-26 03:42:40,33.816,-78.68,82.49,87,0,13.8
435,San Patricio,US,2022-07-26 03:36:14,28.017,-97.5169,84.09,73,32,13.73
436,Ahipara,NZ,2022-07-26 03:36:04,-35.1667,173.1667,55.33,86,100,23.35
437,Omsukchan,RU,2022-07-26 03:35:12,62.5333,155.8,68.76,34,92,12.37
438,Inta,RU,2022-07-26 03:42:41,66.0317,60.1659,47.21,92,100,20.6
439,Kamenka,RU,2022-07-26 03:42:41,51.3223,42.7678,67.41,78,6,3.56
440,Aykhal,RU,2022-07-26 03:39:26,66.0,111.5,73.94,70,100,11.77
441,Kavaratti,IN,2022-07-26 03:39:24,10.5669,72.642,81.46,76,30,16.96
442,Alghero,IT,2022-07-26 03:36:09,40.5589,8.3181,71.69,83,0,1.14
443,Banda Aceh,ID,2022-07-26 03:36:14,5.5577,95.3222,83.8,69,100,5.57
444,Koslan,RU,2022-07-26 03:42:42,63.4564,48.8989,57.87,54,6,3.8
445,Quatre Cocos,MU,2022-07-26 03:35:52,-20.2078,57.7625,67.08,75,9,9.78
446,Ushtobe,KZ,2022-07-26 03:42:42,45.2514,77.9838,83.46,15,97,13.2
447,Voh,NC,2022-07-26 03:39:19,-20.9667,164.7,76.24,64,4,9.8
448,Loa Janan,ID,2022-07-26 03:42:43,-0.583,117.095,85.96,69,75,4.16
449,Matao,BR,2022-07-26 03:42:43,-21.6033,-48.3658,63.16,50,4,4.63
450,Lamu,KE,2022-07-26 03:42:44,-2.2717,40.902,73.62,77,89,14.92
451,Sao Filipe,CV,2022-07-26 03:33:28,14.8961,-24.4956,77.86,88,95,7.43
452,Yangjiang,CN,2022-07-26 03:42:44,21.85,111.9667,91.2,63,17,5.39
453,Badiraguato,MX,2022-07-26 03:42:44,25.3667,-107.5167,71.53,93,100,4.47
454,Huron,US,2022-07-26 03:42:45,41.1501,-82.5499,70.72,90,100,5.61
455,Puerto Ayacucho,VE,2022-07-26 03:42:45,5.6639,-67.6236,72.77,95,86,1.16
456,Altay,CN,2022-07-26 03:36:21,47.8667,88.1167,75.11,24,0,6.35
457,Nsanje,MW,2022-07-26 03:42:46,-16.92,35.262,61.11,95,27,2.55
458,Cockburn Town,TC,2022-07-26 03:40:28,21.4612,-71.1419,81.9,85,33,26.33
459,Korla,CN,2022-07-26 03:36:46,41.7597,86.1469,91.51,17,0,9.64
460,Gat,IL,2022-07-26 03:35:44,31.61,34.7642,75.4,60,0,0.6
461,Walvis Bay,NA,2022-07-26 03:42:46,-22.9575,14.5053,54.09,93,85,5.75
462,Pita,GN,2022-07-26 03:42:46,10.8333,-12.5833,71.6,98,100,1.25
463,Young,UY,2022-07-26 03:42:47,-32.6833,-57.6333,65.35,95,91,8.7
464,Winnemucca,US,2022-07-26 03:42:47,40.973,-117.7357,91.45,9,0,5.75
465,Sukhovolya,UA,2022-07-26 03:42:48,49.8243,23.8377,59.72,71,77,6.44
466,Tadine,NC,2022-07-26 03:35:20,-21.55,167.8833,72.3,69,28,13.31
467,Les Cayes,HT,2022-07-26 03:42:48,18.2,-73.75,78.67,72,0,1.54
468,Nagorsk,RU,2022-07-26 03:42:48,59.3172,50.8078,61.18,84,52,8.23
469,Rawson,AR,2022-07-26 03:34:40,-43.3002,-65.1023,44.89,100,100,4.61
470,Batagay-Alyta,RU,2022-07-26 03:34:33,67.8006,130.4114,78.98,39,35,4.59
471,Jintur,IN,2022-07-26 03:42:49,19.6167,76.7,77.81,78,99,11.18
472,Guerrero Negro,MX,2022-07-26 03:34:29,27.9769,-114.0611,68.61,84,45,11.07
473,Alanya,TR,2022-07-26 03:42:49,36.5438,31.9998,71.73,39,0,7.43
474,Cururupu,BR,2022-07-26 03:35:50,-1.8283,-44.8683,74.14,96,100,2.77
475,Shenkursk,RU,2022-07-26 03:42:50,62.1091,42.896,61.61,70,33,3.18
476,Varhaug,NO,2022-07-26 03:39:33,58.6147,5.6457,51.89,85,100,29.01
477,Prilep,MK,2022-07-26 03:42:50,41.3464,21.5544,62.55,60,0,1.25
478,Port Macquarie,AU,2022-07-26 03:35:29,-31.4333,152.9167,70.9,64,38,2.55
479,Cassilandia,BR,2022-07-26 03:42:48,-19.1133,-51.7342,68.07,45,0,2.19
480,Husavik,IS,2022-07-26 03:39:05,66.0449,-17.3389,49.08,85,100,2.13
481,Gilgit,PK,2022-07-26 03:42:51,35.9221,74.3087,84.43,60,20,3.98
482,Labuan,MY,2022-07-26 03:42:52,5.2767,115.2417,84.56,74,20,5.99
483,Batemans Bay,AU,2022-07-26 03:40:17,-35.7167,150.1833,57.09,68,41,10.31
484,Denison,US,2022-07-26 03:37:54,33.7557,-96.5367,91.42,46,0,9.22
485,Faya,SA,2022-07-26 03:42:52,18.3851,42.4509,63.12,53,100,3.85
486,Upernavik,GL,2022-07-26 03:34:49,72.7868,-56.1549,37.65,90,73,9.55
487,Prince Rupert,CA,2022-07-26 03:42:53,54.3161,-130.3201,65.89,87,0,14.97
488,Haicheng,CN,2022-07-26 03:42:53,40.8516,122.7475,85.62,62,98,8.19
489,Katrineholm,SE,2022-07-26 03:42:53,58.9959,16.2072,62.49,98,100,7.2
490,Guliston,UZ,2022-07-26 03:42:54,40.4897,68.7842,96.06,16,0,5.23
491,Valparaiso,CL,2022-07-26 03:34:15,-33.0393,-71.6273,53.24,82,75,3.44
492,Maumere,ID,2022-07-26 03:42:54,-8.6199,122.2111,82.4,60,47,2.86
493,Anderson,US,2022-07-26 03:42:34,34.5334,-82.6499,81.16,84,0,3.44
494,Sergeyevka,KZ,2022-07-26 03:42:55,53.88,67.4158,78.98,48,87,4.92
495,Dekar,BW,2022-07-26 03:42:55,-21.5333,21.9333,53.58,59,16,9.55
496,Estrela,BR,2022-07-26 03:40:49,-28.0611,-50.9383,53.94,91,0,3.65
497,Teya,RU,2022-07-26 03:42:55,60.3778,92.6267,61.14,87,100,6.11
498,Lucapa,AO,2022-07-26 03:40:04,-8.4192,20.7447,63.07,35,5,5.06
499,Hanzhong,CN,2022-07-26 03:42:57,33.0728,107.0303,90.48,60,1,2.48
500,Santa Cruz,BO,2022-07-26 03:41:21,-17.8,-63.1667,72.86,83,40,3.44
501,Fukue,JP,2022-07-26 03:42:57,32.6881,128.8419,82.76,69,40,3.44
502,Svodin,SK,2022-07-26 03:42:57,47.9105,18.4997,73.13,49,98,5.28
503,Coahuayana,MX,2022-07-26 03:42:58,18.7333,-103.6833,77.56,92,88,1.39
504,Santiago Del Estero,AR,2022-07-26 03:42:49,-27.7951,-64.2615,73.06,60,41,4.59
505,Shingu,JP,2022-07-26 03:35:15,33.7333,135.9833,86.56,72,99,5.48
506,Port Blair,IN,2022-07-26 03:33:17,11.6667,92.75,84.42,73,100,9.13
507,Chinsali,ZM,2022-07-26 03:42:58,-10.5414,32.0816,56.57,75,30,9.08
508,Onguday,RU,2022-07-26 03:42:59,50.75,86.15,64.98,52,0,2.51
509,Marsa Matruh,EG,2022-07-26 03:42:59,31.3525,27.2453,77.2,83,0,8.05
510,Chinhoyi,ZW,2022-07-26 03:42:59,-17.3667,30.2,49.55,79,0,4.07
511,Tskaltubo,GE,2022-07-26 03:43:00,42.3254,42.5979,63.54,94,0,2.3
512,Auki,SB,2022-07-26 03:43:00,-8.7676,160.7034,85.93,63,17,3.65
513,Rancho Palos Verdes,US,2022-07-26 03:43:00,33.7445,-118.387,72.0,91,75,12.66
514,Roebourne,AU,2022-07-26 03:43:01,-20.7833,117.1333,77.59,26,1,13.18
515,Sao Gabriel Da Cachoeira,BR,2022-07-26 03:43:01,-0.1303,-67.0892,71.67,99,100,1.59
516,Pacific Grove,US,2022-07-26 03:34:24,36.6177,-121.9166,63.01,86,100,8.05
517,Bahia Blanca,AR,2022-07-26 03:42:23,-38.7196,-62.2724,54.01,86,100,1.81
518,Rio Grande,BR,2022-07-26 03:34:15,-32.035,-52.0986,60.94,98,89,6.49
519,Shache,CN,2022-07-26 03:43:02,38.4167,77.2406,92.26,17,4,11.32
520,Valdivia,CL,2022-07-26 03:43:03,-39.8142,-73.2459,46.49,97,94,5.64
521,Am Timan,TD,2022-07-26 03:43:03,11.0297,20.2827,74.35,92,100,7.76
522,Kiunga,PG,2022-07-26 03:43:04,-6.1219,141.2906,82.56,81,69,4.5
523,Nara,JP,2022-07-26 03:35:38,34.6851,135.8049,92.91,50,78,6.46
524,Ludvika,SE,2022-07-26 03:43:04,60.1496,15.1878,60.78,95,100,5.84
525,Sobolevo,RU,2022-07-26 03:43:05,54.4299,31.8996,59.14,94,2,5.14
526,Mogadouro,PT,2022-07-26 03:43:05,41.3403,-6.7119,59.54,77,0,4.25
527,Farafangana,MG,2022-07-26 03:43:05,-22.8167,47.8333,65.79,89,54,4.54
528,Shirvan,AZ,2022-07-26 03:43:06,39.9509,48.8994,77.11,59,0,1.68
529,Chimbote,PE,2022-07-26 03:39:08,-9.0853,-78.5783,61.56,89,55,6.82
530,Trinidad,BO,2022-07-26 03:43:06,-14.8333,-64.9,77.4,67,91,1.19
531,Tigil,RU,2022-07-26 03:40:26,57.8,158.6667,67.03,43,71,12.19
532,Cam Ranh,VN,2022-07-26 03:43:07,11.9214,109.1591,91.36,55,0,1.14
533,Kedrovyy,RU,2022-07-26 03:39:39,56.1667,91.8167,58.87,86,98,6.11
534,Harindanga,IN,2022-07-26 03:43:07,22.0383,88.3214,80.8,84,100,5.59
535,Hovd,MN,2022-07-26 03:34:31,48.0056,91.6419,64.69,32,2,7.74
536,Coxim,BR,2022-07-26 03:43:08,-18.5067,-54.76,71.1,38,0,4.59
537,Tumpat,MY,2022-07-26 03:43:08,6.1978,102.171,87.78,66,20,3.44
538,Apatou,GF,2022-07-26 03:43:08,5.155,-54.3472,72.9,99,92,1.86
539,Castano Primo,IT,2022-07-26 03:43:09,45.5536,8.7754,72.72,89,0,2.3
540,Oussouye,SN,2022-07-26 03:40:22,12.485,-16.5469,77.18,89,96,5.66
541,Paamiut,GL,2022-07-26 03:40:22,61.994,-49.6678,43.14,93,100,3.4
542,Luganville,VU,2022-07-26 03:43:10,-15.5333,167.1667,82.08,75,25,6.76
543,Caravelas,BR,2022-07-26 03:39:11,-17.7125,-39.2481,68.16,86,14,4.54
544,Venice,US,2022-07-26 03:41:35,27.0998,-82.4543,80.01,95,40,6.91
545,Ende,ID,2022-07-26 03:43:11,-8.8432,121.6623,83.05,61,63,5.82
546,Tuatapere,NZ,2022-07-26 03:36:44,-46.1333,167.6833,44.17,94,100,12.64
547,Ust-Tarka,RU,2022-07-26 03:43:12,55.5672,75.705,74.32,64,2,4.74
548,Shenavan,AM,2022-07-26 03:43:12,40.0549,43.9288,68.58,45,0,0.0
549,Dunda,TZ,2022-07-26 03:43:12,-8.1167,34.25,55.8,84,9,2.59
550,Ligayan,PH,2022-07-26 03:43:13,4.6533,119.4706,83.43,73,100,7.67
551,Balkhash,KZ,2022-07-26 03:43:13,46.844,74.9804,77.61,22,0,11.18
552,Nishihara,JP,2022-07-26 03:43:13,26.1842,127.7558,87.08,84,40,12.66
553,Goderich,CA,2022-07-26 03:36:13,43.7501,-81.7165,63.91,88,13,3.44
554,Havelock,US,2022-07-26 03:43:14,34.8791,-76.9013,84.18,89,0,10.36
555,Maragogi,BR,2022-07-26 03:35:53,-9.0122,-35.2225,71.8,81,20,7.07
556,Key Largo,US,2022-07-26 03:43:14,25.0865,-80.4473,83.98,77,73,14.32
557,Kushmurun,KZ,2022-07-26 03:40:43,52.4503,64.6311,80.96,33,100,12.71
558,Aberdeen,GB,2022-07-26 03:39:32,57.1437,-2.0981,51.49,83,75,6.91
559,Yazoo City,US,2022-07-26 03:43:15,32.8551,-90.4056,77.7,79,84,6.64
560,Turtas,RU,2022-07-26 03:43:15,58.9417,69.1325,71.13,76,75,4.18
561,Tuy Hoa,VN,2022-07-26 03:43:13,13.0833,109.3,88.09,63,85,6.02
562,Nakambala,ZM,2022-07-26 03:43:16,-15.8324,27.7799,56.44,57,0,9.57
563,Southbridge,US,2022-07-26 03:35:44,42.0751,-72.0334,73.51,95,69,4.38
564,Moyale,KE,2022-07-26 03:36:33,3.5167,39.0584,60.89,72,9,9.1
565,Shkoder,AL,2022-07-26 03:43:16,42.0683,19.5126,78.98,81,0,3.47
566,Ulaangom,MN,2022-07-26 03:39:04,49.9811,92.0667,68.29,34,7,5.32
567,Gualeguay,AR,2022-07-26 03:43:17,-33.1416,-59.3097,65.88,97,95,7.9
568,Kattivakkam,IN,2022-07-26 03:43:17,13.2167,80.3167,83.07,82,93,7.81
569,Sao Francisco Do Sul,BR,2022-07-26 03:43:18,-26.2433,-48.6381,61.05,96,2,1.3
570,Maracaju,BR,2022-07-26 03:43:18,-21.6144,-55.1683,69.73,43,5,5.03
571,Baykit,RU,2022-07-26 03:43:18,61.67,96.37,72.43,45,100,6.26
572,Belyy Yar,RU,2022-07-26 03:43:19,53.6039,91.3903,61.86,82,40,8.95
573,Kingaroy,AU,2022-07-26 03:43:19,-26.5333,151.8333,69.84,51,5,11.59
574,Karachi,PK,2022-07-26 03:43:19,24.9056,67.0822,80.42,89,75,6.91
575,Lae,PG,2022-07-26 03:40:55,-6.7221,146.9847,88.47,64,30,7.9
576,Pringsewu,ID,2022-07-26 03:36:52,-5.3582,104.9744,82.27,77,98,2.82
577,Huangpu,CN,2022-07-26 03:43:20,25.4433,113.1747,95.9,49,14,4.59
578,Chuguyevka,RU,2022-07-26 03:43:21,44.1653,133.8633,78.78,64,100,4.43
579,Mabaruma,GY,2022-07-26 03:34:46,8.2,-59.7833,73.17,89,35,2.51
580,Christchurch,NZ,2022-07-26 03:40:09,-43.5333,172.6333,51.91,96,100,14.97
581,Shimoni,KE,2022-07-26 03:43:21,-4.6476,39.3817,73.72,81,90,14.54
582,Atchison,US,2022-07-26 03:43:21,39.563,-95.1216,69.31,91,74,10.47
583,Jian,CN,2022-07-26 03:43:22,27.1172,114.9793,100.27,40,62,7.25
584,Kosonsoy,UZ,2022-07-26 03:43:22,41.2561,71.5508,84.76,12,0,6.98
585,Victoria Point,AU,2022-07-26 03:43:22,-27.5833,153.3,77.43,69,0,5.01
